CustomerID,Age,Gender,IncomeTier,Region,Education,ContractLength,PaymentMethod,PlanType,TenureMonths,MonthlyCharges,TotalCharges,LoginsLastMonth,TicketsOpened,TicketsResolutionTime,RFMScore,UsageChangePct,CompetitorIndex,Churn,DeviceType,ChannelPreferred,CustomerSegment,AutoPay,Paperless,FamilyPlan,AddOnBundle,ReferralSource,SupportChannelPreferred,ComplaintCategory,DiscountType,ContractAutoRenew,DeviceOS,CityTier,PromoCodeUsed,PaymentDelinquencyStatus
48329,49.0,Male,very high,North,phd,1 year,Electronic Check,basic,47.0,78.57,4913.795,51.0,3,17.07427038,6,0.778628624,0.785796262,0,mobile,web,gold,no,yes,yes,movies,friend,phone,technical,loyalty,no,android,tier-1,summer,current
48330,43.0,Female,high,Central,masters,2 years,Mailed Check,standard,23.0,63.37,1457.51,76.0,17,9.930411256,7,0.184910398,0.416607525,1,mobile,phone,silver,no,no,yes,movies,search,chat,technical,bundle,no,android,tier-1,summer,120+
48331,57.0,Female,high,South,high school,Every month,Bank Transfer,standard,115.0,196.29,19081.901250000003,60.0,13,54.4232433,4,0.757848834,0.697593114,1,mobile,email,bronze,no,no,no,sports,search,app,technical,loyalty,no,android,tier-1,summer,current
48332,47.0,Female,high,West,diploma,2 years,paypal,ultra,114.0,123.33,14059.62,1.0,5,66.30747215,7,-0.229214629,0.446472888,0,tablet,app,diamond,yes,yes,yes,movies,friend,email,technical,loyalty,no,android,tier-3,summer,current
48333,43.0,Male,high,North,diploma,3 years,paypal,basic,88.0,46.26,4070.88,16.0,16,6.826193471,5,2.588465363,0.5518617,0,mobile,web,platinum,no,no,unknown,sports,search,social,technical,loyalty,yes,ios,tier-1,welcome,current
48334,49.0,Male,high,South,diploma,3 years,Crypto,standard,114.0,88.05,10037.7,61.0,15,45.33629761,7,0.541121187,0.865235369,0,desktop,email,gold,no,no,no,movies,event,chat,technical,loyalty,no,ios,tier-3,summer,current
48335,39.0,Female,low,Central,diploma,1 year,Crypto,basic,1.0,105.165,139.08,63.0,14,25.9296893,7,-0.284452956,0.001426389,0,desktop,app,silver,no,no,no,movies,search,app,technical,loyalty,no,windows,tier-1,summer,current
48336,56.0,Male,low,South,phd,2 years,paypal,ultra,87.0,145.67,12673.29,82.0,13,28.24436912,11,0.253628691,0.260557215,0,mobile,web,silver,no,yes,no,international,tv,phone,technical,loyalty,yes,macos,tier-2,flash,current
48337,56.0,Female,medium,Central,high school,3 years,paypal,basic,90.0,192.19,17297.1,67.0,9,0.540470368,3,0.389191575,0.684940309,0,smarttv,web,bronze,no,no,yes,music,search,email,technical,loyalty,no,other,tier-1,summer,90+
48338,51.0,Female,low,Central,high school,3 years,Bank Transfer,basic,39.0,150.26,4913.795,47.0,16,63.15697809,7,0.736385382,0.567982791,0,smarttv,phone,bronze,no,no,no,kids,radio,phone,technical,promo,yes,windows,tier-2,blackfriday,current
48339,42.0,Male,low,North,phd,1 year,Bank Transfer,ultra,26.0,20.78,540.28,27.0,0,69.3939513,8,-0.600369639,0.41936982,0,mobile,web,bronze,no,yes,yes,workfromhome,social,phone,technical,loyalty,no,android,tier-1,newyear,current
48340,53.0,Male,medium,South,high school,Every month,paypal,basic,33.0,121.55,4011.15,81.0,1,7.287015519,1,0.236832635,0.76327238,0,mobile,app,bronze,no,yes,unknown,sports,search,phone,technical,intro,no,ios,tier-3,summer,current
48341,30.0,Female,high,North,bachelors,Every month,paypal,standard,21.0,137.3,2883.3,70.0,19,38.65762633,5,-0.040776115,0.56779142,1,mobile,app,bronze,no,no,yes,movies,social,phone,technical,loyalty,yes,linux,tier-1,blackfriday,current
48342,46.0,Female,low,South,diploma,2 years,Electronic Check,standard,59.0,74.03,4367.77,25.0,13,23.14013768,5,-0.765378581,0.295457462,0,mobile,web,bronze,yes,no,yes,movies,social,social,technical,loyalty,yes,android,tier-1,summer,current
48343,59.0,Female,low,Central,diploma,Every month,paypal,ultra,43.0,158.67,6822.81,4.0,14,17.54826525,1,0.136486245,0.298715187,0,desktop,phone,silver,no,yes,no,movies,friend,social,technical,bundle,yes,macos,tier-1,summer,current
48344,26.0,Male,very high,West,diploma,2 years,Electronic Check,standard,29.0,105.165,4495.87,89.0,12,28.39144119,6,0.667875342,0.584989306,0,mobile,app,silver,yes,no,unknown,movies,social,phone,technical,loyalty,yes,ios,tier-3,summer,30+
48345,32.0,Male,very high,East,diploma,Every month,Crypto,standard,11.0,87.15,958.65,65.0,18,50.53024451,9,0.25313168,0.821793275,1,smarttv,web,silver,no,no,no,gamer,billboard,phone,technical,intro,no,ios,tier-1,cyber,current
48346,48.0,Male,high,West,diploma,2 years,cash,standard,20.0,105.165,3064.2,40.0,0,56.53446329,10,0.671501771,0.80956409,0,smarttv,app,silver,yes,yes,no,security,event,email,technical,loyalty,no,ios,tier-2,summer,current
48347,61.0,Male,low,North,high school,1 year,cash,standard,20.0,110.99,2219.8,15.0,14,4.433951948,3,-0.505800418,0.219337813,0,tablet,web,bronze,yes,yes,no,music,affiliate,phone,technical,bundle,yes,macos,tier-2,vip,current
48348,44.0,Male,low,South,masters,2 years,Mailed Check,basic,29.0,121.34,3518.86,7.0,8,53.81424385,9,-0.102238702,0.616026597,0,mobile,email,gold,yes,no,unknown,movies,friend,chat,technical,loyalty,no,android,tier-1,summer,current
48349,48.0,Female,high,North,high school,1 year,Crypto,premium,108.0,129.5,13986.0,66.0,16,53.42794424,11,-0.95423535,0.004101695,0,desktop,email,bronze,yes,no,yes,workfromhome,affiliate,chat,service,loyalty,yes,android,tier-1,summer,current
48350,27.0,Female,high,West,diploma,Every month,Crypto,standard,35.0,184.09,4913.795,94.0,17,14.23181665,6,0.945635033,0.079113185,1,mobile,web,silver,no,yes,no,kids,friend,app,technical,bundle,no,android,tier-2,cyber,30+
48351,68.0,Female,low,East,diploma,Every month,Credit Card,ultra,40.0,177.8,7112.0,91.0,2,29.69164762,1,0.408421835,0.139894994,0,mobile,web,silver,no,yes,yes,movies,event,chat,technical,loyalty,no,android,tier-1,summer,current
48352,70.0,Male,low,East,phd,1 year,cash,basic,97.0,56.06,5437.82,99.0,3,65.73604379,11,-0.570694053,0.527742134,0,mobile,web,bronze,no,no,yes,movies,friend,chat,technical,loyalty,no,android,tier-1,summer,current
48353,54.0,Female,very high,West,high school,Every month,Crypto,standard,18.0,59.14,1064.52,10.0,2,17.52273815,13,0.624017969,0.039074464,0,desktop,in-store,silver,yes,yes,yes,movies,affiliate,phone,technical,loyalty,no,android,tier-1,summer,90+
48354,24.0,Female,high,West,high school,Every month,Mailed Check,standard,55.0,32.94,4913.795,63.0,9,2.419738309,13,-0.031795452,0.371878338,0,tablet,web,silver,yes,yes,yes,movies,affiliate,phone,technical,loyalty,no,ios,tier-1,summer,current
48355,77.0,Female,high,South,diploma,2 years,Electronic Check,basic,25.0,196.27,4906.75,85.0,1,56.11856585,13,-0.235079097,0.080713779,0,mobile,app,bronze,no,no,no,kids,email,community,outage,intro,no,ios,tier-2,summer,current
48356,49.0,Male,low,South,diploma,3 years,Crypto,ultra,16.0,59.88,958.08,86.0,7,38.24524741,14,-0.481641185,0.647955713,0,mobile,web,bronze,yes,no,no,workfromhome,search,email,technical,bundle,no,windows,tier-2,summer,30+
48357,49.0,Male,high,South,diploma,1 year,Electronic Check,basic,95.0,85.32,8105.4,60.0,3,37.54024592,14,-0.088928528,0.629045447,1,tablet,in-store,gold,no,yes,no,movies,search,app,service,bundle,yes,android,tier-1,blackfriday,30+
48358,28.0,Male,medium,North,phd,Every month,Electronic Check,standard,75.0,78.81,5910.75,32.0,5,59.48191687,13,0.802631969,0.342356961,0,mobile,app,gold,yes,no,no,music,affiliate,email,technical,loyalty,yes,windows,tier-3,summer,current
48359,65.0,Male,medium,North,phd,1 year,paypal,standard,60.0,75.14,4508.4,83.0,19,70.07979989,2,0.489677208,0.218263732,0,desktop,app,bronze,no,no,yes,security,billboard,app,technical,loyalty,yes,android,tier-2,summer,current
48360,62.0,Male,low,West,diploma,Every month,paypal,basic,117.0,127.14,14875.38,43.0,3,41.76587284,10,-0.821068975,0.60160476,0,desktop,web,silver,no,yes,yes,sports,social,email,technical,loyalty,no,windows,tier-2,summer,current
48361,45.0,Male,very high,North,diploma,3 years,Crypto,basic,108.0,105.165,5333.04,55.0,15,13.39059126,13,0.171505984,0.965970978,0,tablet,app,silver,no,yes,yes,movies,search,chat,technical,loyalty,yes,android,tier-3,spring,current
48362,21.0,Male,high,West,diploma,2 years,Electronic Check,basic,106.0,100.14,10614.84,72.0,1,26.61793579,5,-0.186631876,0.599880296,0,desktop,app,silver,yes,yes,yes,movies,search,phone,technical,loyalty,yes,windows,tier-3,summer,current
48363,65.0,Female,low,Central,diploma,1 year,Credit Card,premium,60.0,51.16,3069.6,20.0,12,9.858240047,10,-0.983746448,0.8695674,0,smarttv,app,bronze,yes,yes,no,music,friend,phone,technical,loyalty,no,windows,tier-3,summer,current
48364,62.0,Female,high,East,phd,2 years,Mailed Check,standard,8.0,74.07,592.56,52.0,8,35.87883107,9,0.491378868,0.547656097,0,mobile,web,silver,no,no,yes,movies,search,phone,technical,loyalty,unknown,android,tier-1,summer,current
48365,48.0,Male,high,North,phd,3 years,Bank Transfer,basic,68.0,158.67,10789.56,71.0,11,51.41905543,5,0.989312651,0.470512515,0,desktop,app,bronze,no,no,no,kids,unknown,chat,technical,intro,no,android,tier-1,welcome,current
48366,46.0,Female,high,North,phd,Every month,cash,standard,27.0,10.65,4913.795,76.0,0,33.68810871,10,0.097127227,0.491779338,0,mobile,chat,platinum,yes,no,no,gamer,search,social,technical,loyalty,yes,ios,tier-3,summer,current
48367,50.0,Female,very high,West,bachelors,Every month,Mailed Check,basic,83.0,145.95,12113.85,90.0,4,3.712631542,4,0.519584398,0.602580322,1,desktop,app,silver,no,yes,no,movies,email,phone,technical,loyalty,no,ios,tier-2,summer,current
48368,71.0,Male,high,Central,diploma,3 years,Electronic Check,ultra,116.0,25.39,2945.24,94.0,10,71.10308059,10,0.014518451,0.945901111,1,tablet,app,bronze,no,no,unknown,gamer,affiliate,phone,billing,bundle,no,ios,tier-1,summer,90+
48369,21.0,Female,medium,Central,diploma,Every month,Bank Transfer,premium,35.0,53.12,1859.2,69.0,13,65.57771757,14,0.460064035,0.08707453,1,mobile,web,silver,yes,yes,no,sports,unknown,email,technical,bundle,no,ios,tier-3,summer,current
48370,76.0,Male,low,West,bachelors,Every month,Credit Card,standard,34.0,181.02,6154.68,81.0,12,7.848734952,12,0.939691307,0.497862701,0,tablet,web,bronze,no,no,unknown,movies,search,chat,technical,loyalty,no,ios,tier-3,summer,current
48371,64.0,Female,high,Central,high school,Every month,Credit Card,standard,114.0,132.03,15051.42,92.0,4,31.02814488,9,-0.720674414,0.248790652,0,mobile,app,bronze,no,yes,no,workfromhome,search,email,technical,loyalty,yes,android,tier-2,welcome,current
48372,75.0,Male,high,Central,bachelors,3 years,cash,standard,1.0,171.49,171.49,41.0,8,42.44361673,5,0.010850086,0.183656821,1,desktop,web,silver,no,no,yes,movies,tv,chat,technical,intro,yes,android,tier-3,summer,current
48373,43.0,Female,high,North,masters,Every month,cash,standard,14.0,67.29,942.06,61.0,10,67.02723868,6,0.939742617,0.307619168,1,mobile,phone,silver,no,yes,yes,movies,friend,phone,technical,loyalty,no,linux,tier-2,blackfriday,90+
48374,70.0,Male,low,Central,diploma,Every month,Electronic Check,standard,12.0,187.06,2244.72,6.0,6,8.516784781,4,-0.10115963,0.328921542,0,desktop,web,gold,yes,yes,no,movies,friend,phone,technical,loyalty,yes,windows,tier-2,summer,current
48375,79.0,Female,medium,North,masters,Every month,Bank Transfer,basic,89.0,122.55,10906.95,7.0,14,52.79769562,9,0.973481626,0.501448729,0,desktop,web,silver,yes,no,no,movies,social,chat,technical,loyalty,no,android,tier-1,blackfriday,current
48376,48.0,Female,high,North,phd,1 year,Electronic Check,basic,71.0,178.74,12690.54,56.0,12,34.43950686,9,0.998746569,0.410621771,0,mobile,app,platinum,no,yes,no,movies,email,email,technical,student,no,macos,tier-2,vip,current
48377,48.0,Female,very high,South,diploma,Every month,Electronic Check,basic,32.0,188.72,6039.04,57.0,1,42.45058961,14,-0.428034895,0.630802009,1,desktop,app,silver,no,no,yes,workfromhome,unknown,email,retention,loyalty,no,ios,tier-2,summer,current
48378,44.0,Female,high,East,phd,Every month,Credit Card,basic,105.0,108.78,11421.9,44.0,6,61.40082119,9,0.920956205,0.238561951,0,desktop,web,bronze,no,no,no,movies,social,email,technical,promo,no,android,tier-2,summer,current
48379,42.0,Male,low,North,bachelors,Every month,Electronic Check,basic,31.0,155.0,4805.0,4.0,0,69.98508117,7,0.946572256,0.35939389,0,mobile,app,silver,no,no,yes,movies,friend,phone,technical,intro,no,ios,tier-3,blackfriday,current
48380,65.0,Male,low,North,phd,Every month,Mailed Check,basic,98.0,105.165,12253.92,15.0,3,44.7076676,1,0.415138888,0.115912103,0,mobile,web,platinum,yes,yes,yes,movies,social,community,service,intro,no,linux,tier-4,summer,current
48381,53.0,Female,low,West,bachelors,2 years,Credit Card,premium,111.0,24.59,2729.49,33.0,5,3.073639844,8,-0.097673524,0.652573209,0,mobile,web,bronze,no,no,no,sports,event,phone,technical,loyalty,no,android,tier-3,cyber,30+
48382,66.0,Male,low,East,diploma,1 year,Electronic Check,ultra,69.0,190.42,13138.98,51.0,8,29.19933591,10,-0.39861246,0.999126511,0,mobile,web,silver,yes,yes,yes,movies,friend,email,technical,promo,no,android,tier-1,summer,current
48383,48.0,Male,low,South,bachelors,3 years,Credit Card,basic,98.0,97.92,9596.16,89.0,6,15.52837529,2,-0.374360878,0.765132172,0,tablet,app,diamond,yes,no,no,movies,radio,phone,technical,loyalty,yes,ios,tier-2,summer,current
48384,60.0,Male,very high,Central,diploma,2 years,Crypto,standard,58.0,152.55,8847.9,98.0,14,45.67136757,1,0.710814757,0.277289524,0,desktop,web,bronze,no,no,no,workfromhome,email,phone,other,loyalty,no,macos,tier-2,welcome,current
48385,49.0,Female,high,North,diploma,1 year,Mailed Check,basic,36.0,39.15,1409.4,79.0,4,46.69134385,5,-0.955745791,0.061982847,0,mobile,in-store,bronze,yes,no,yes,movies,radio,chat,technical,employee,yes,linux,tier-2,summer,current
48386,54.0,Male,high,East,diploma,2 years,paypal,basic,47.0,147.13,6915.11,78.0,6,54.40375386,6,0.990272928,0.516197188,0,mobile,web,bronze,no,yes,no,movies,unknown,email,technical,bundle,no,macos,tier-2,blackfriday,30+
48387,75.0,Female,low,East,masters,2 years,paypal,standard,0.0,123.39,4913.795,82.0,2,40.96321751,11,0.236764885,0.756931539,0,mobile,phone,gold,yes,yes,yes,movies,search,social,technical,loyalty,yes,linux,tier-1,cyber,current
48388,49.0,Female,medium,East,bachelors,Every month,Bank Transfer,basic,108.0,80.17,8658.36,24.0,2,22.07056415,12,0.864222822,0.697926717,0,tablet,phone,gold,no,no,yes,music,social,chat,technical,promo,no,linux,tier-3,summer,120+
48389,61.0,Female,low,North,bachelors,2 years,Mailed Check,ultra,103.0,124.19,12791.57,68.0,4,40.6732153,1,0.25227309,0.354759216,0,mobile,web,gold,yes,yes,yes,movies,friend,phone,technical,loyalty,no,ios,tier-1,summer,60+
48390,78.0,Male,low,Central,bachelors,2 years,Crypto,standard,41.0,171.5,7031.5,23.0,16,33.16653946,5,0.146480457,0.492215031,1,smarttv,chat,diamond,no,yes,yes,movies,friend,phone,technical,loyalty,no,windows,tier-1,spring,120+
48391,76.0,Male,high,East,bachelors,3 years,Crypto,ultra,60.0,114.01,6840.6,44.0,5,33.63379378,10,0.389420653,0.770557183,0,desktop,phone,gold,yes,yes,no,security,affiliate,chat,retention,student,no,android,tier-1,summer,current
48392,40.0,Male,low,East,bachelors,3 years,Crypto,premium,34.0,52.98,4913.795,66.0,11,22.1166543,8,0.309470094,0.780608208,0,smarttv,app,bronze,yes,no,yes,security,friend,phone,billing,student,yes,windows,tier-2,welcome,current
48393,52.0,Male,low,East,diploma,Every month,paypal,premium,14.0,191.44,2680.16,13.0,1,18.30270052,10,-0.429769601,0.123311205,0,mobile,web,silver,no,no,no,movies,friend,phone,technical,bundle,yes,android,tier-3,summer,current
48394,21.0,Male,high,West,diploma,1 year,cash,ultra,51.0,105.165,1746.24,41.0,0,17.40908171,10,-0.161125443,0.961902537,0,desktop,web,silver,no,no,no,movies,email,phone,technical,bundle,no,android,tier-2,spring,current
48395,45.0,Female,low,South,diploma,Every month,Mailed Check,basic,34.0,82.44,2802.96,72.0,19,25.39928661,4,-0.789552738,0.622442331,1,mobile,web,silver,no,yes,no,movies,social,chat,technical,loyalty,no,ios,tier-1,summer,current
48396,49.0,Male,low,Central,phd,3 years,Crypto,ultra,112.0,79.46,8899.52,99.0,12,2.382127216,10,-0.75810159,0.69975942,0,desktop,phone,platinum,no,no,no,international,social,chat,technical,promo,no,macos,tier-3,summer,current
48397,58.0,Male,low,West,bachelors,2 years,Crypto,standard,84.0,199.37,16747.08,4.0,0,42.99768199,10,-0.785470608,0.825060886,1,mobile,app,bronze,no,no,no,music,affiliate,email,billing,loyalty,yes,android,tier-3,blackfriday,90+
48398,59.0,Male,very high,Central,masters,3 years,Mailed Check,basic,95.0,28.92,4913.795,26.0,19,63.66847875,9,0.991016762,0.116204356,0,tablet,in-store,bronze,yes,no,no,workfromhome,tv,phone,technical,loyalty,no,ios,tier-2,flash,current
48399,30.0,Male,low,West,diploma,1 year,cash,standard,70.0,170.45,11931.5,72.0,11,4.911711934,9,-0.74536736,0.276758863,1,desktop,app,silver,no,no,no,movies,search,email,technical,student,yes,linux,tier-2,summer,current
48400,18.0,Male,medium,East,diploma,2 years,Bank Transfer,premium,0.0,12.15,4913.795,36.0,15,2.767661419,1,0.797137054,0.872514758,0,tablet,app,silver,yes,yes,yes,workfromhome,email,email,outage,promo,yes,android,tier-2,summer,current
48401,29.0,Female,high,South,masters,3 years,Electronic Check,basic,12.0,88.85,1066.2,43.0,9,61.20684259,13,0.091170115,0.501099274,0,smarttv,chat,silver,no,yes,unknown,security,radio,app,service,student,yes,android,tier-3,vip,30+
48402,60.0,Male,high,North,bachelors,2 years,Electronic Check,standard,51.0,160.37,4913.795,52.0,8,44.81151268,8,0.522436676,0.540205594,1,mobile,phone,bronze,no,no,yes,kids,event,chat,retention,loyalty,no,ios,tier-3,vip,current
48403,70.0,Female,low,Central,diploma,2 years,cash,standard,108.0,40.73,4398.84,74.0,14,5.343789004,5,0.137394595,0.516407186,0,tablet,in-store,silver,yes,yes,yes,movies,social,chat,service,promo,yes,macos,tier-3,summer,current
48404,57.0,Male,high,Central,bachelors,1 year,Electronic Check,standard,34.0,65.29,2219.86,32.0,3,33.60883595,7,-0.851606662,0.217422647,0,mobile,web,platinum,no,no,no,movies,search,chat,technical,intro,no,android,tier-1,summer,current
48405,43.0,Female,low,South,masters,1 year,Credit Card,basic,10.0,60.37,603.7,85.0,17,42.13749808,14,-0.106505949,0.527258308,0,desktop,app,bronze,no,no,no,movies,tv,phone,technical,intro,no,android,tier-1,summer,current
48406,72.0,Male,low,West,diploma,2 years,Credit Card,basic,180.0,172.12,16179.28,54.0,8,15.22510674,5,0.756201239,0.034148817,0,mobile,web,platinum,no,no,yes,kids,affiliate,phone,technical,loyalty,unknown,ios,tier-1,spring,30+
48407,63.0,Male,medium,Central,diploma,2 years,Bank Transfer,standard,28.0,124.79,4913.795,54.0,5,26.24593593,3,0.822776193,0.650266676,0,tablet,web,gold,no,yes,no,movies,email,email,technical,loyalty,yes,linux,tier-2,summer,current
48408,63.0,Male,very high,South,diploma,2 years,Mailed Check,basic,9.0,151.37,4913.795,78.0,17,36.9396698,8,-0.657348483,0.015461782,0,desktop,app,silver,no,yes,yes,movies,affiliate,chat,technical,student,yes,ios,tier-3,summer,current
48409,69.0,Female,low,East,diploma,3 years,Bank Transfer,basic,52.0,52.65,2737.8,1.0,11,62.90089303,8,-0.085322935,0.053742644,0,mobile,app,bronze,yes,no,yes,movies,social,app,billing,loyalty,no,android,tier-1,summer,current
48410,40.0,Male,very high,North,diploma,2 years,Crypto,standard,67.0,99.02,6634.34,24.0,3,14.09231586,6,0.340203845,0.709676748,0,mobile,chat,silver,yes,yes,no,movies,email,chat,technical,loyalty,no,macos,tier-2,blackfriday,current
48411,49.0,Female,low,South,diploma,2 years,cash,basic,2.0,134.15,4913.795,23.0,8,12.18926253,9,-0.484869024,0.171039597,0,mobile,app,bronze,yes,no,no,movies,social,email,technical,student,no,ios,tier-1,summer,current
48412,39.0,Male,low,North,diploma,Every month,Credit Card,standard,115.0,147.59,4913.795,31.0,6,40.71418361,11,-0.985169027,0.396259359,0,mobile,in-store,silver,no,yes,no,movies,tv,phone,technical,loyalty,yes,android,tier-3,summer,current
48413,74.0,Male,high,South,diploma,Every month,paypal,ultra,97.0,34.32,3329.04,93.0,15,26.97168488,11,-0.904048488,0.394468825,0,smarttv,web,silver,no,yes,no,movies,tv,email,technical,loyalty,no,android,tier-1,summer,current
48414,68.0,Female,medium,Central,high school,3 years,Bank Transfer,premium,98.0,192.01,18816.98,71.0,11,49.1512494,11,0.143836388,0.246115234,0,tablet,web,bronze,yes,yes,no,workfromhome,unknown,email,technical,loyalty,yes,android,tier-2,summer,current
48415,69.0,Female,low,South,masters,3 years,paypal,basic,98.0,142.92,14006.16,26.0,3,67.25487759,2,-0.716164714,0.818251702,0,mobile,in-store,platinum,no,yes,no,sports,social,email,technical,loyalty,no,ios,tier-4,blackfriday,30+
48416,73.0,Male,medium,North,diploma,Every month,Mailed Check,standard,80.0,48.92,3913.6,61.0,3,19.10690348,13,-0.777515891,0.393356721,0,mobile,app,gold,yes,no,unknown,international,tv,email,technical,loyalty,no,android,tier-3,summer,30+
48417,45.0,Male,low,South,diploma,1 year,Mailed Check,ultra,21.0,34.82,731.22,89.0,16,8.139417174,11,0.068602,0.456481874,0,mobile,web,gold,yes,yes,yes,workfromhome,tv,app,technical,bundle,no,macos,tier-1,summer,current
48418,49.0,Male,very high,East,masters,3 years,Electronic Check,ultra,58.0,75.73,4392.34,47.0,10,46.8395257,7,-0.984932647,0.768579032,1,desktop,phone,silver,no,no,no,movies,search,community,retention,bundle,unknown,android,tier-2,summer,90+
48419,70.0,Male,low,West,bachelors,3 years,Bank Transfer,standard,67.0,38.29,2565.43,91.0,5,10.3848967,9,0.11746395,0.315490413,0,mobile,app,gold,yes,yes,no,movies,email,email,technical,promo,no,ios,tier-1,summer,current
48420,34.0,Female,low,West,high school,2 years,Bank Transfer,standard,71.0,105.165,8334.69,3.0,8,3.768371766,5,0.582678221,0.72716135,0,mobile,app,bronze,yes,no,no,music,billboard,chat,other,loyalty,no,android,tier-4,summer,60+
48421,23.0,Female,low,Central,bachelors,3 years,Mailed Check,standard,16.0,157.94,2527.04,44.0,10,31.51314471,10,-0.080210149,0.740995618,1,mobile,web,diamond,yes,yes,no,security,search,email,technical,promo,no,android,tier-1,summer,current
48422,31.0,Male,very high,East,diploma,1 year,paypal,standard,37.0,119.35,4415.95,48.0,10,49.37875638,11,-0.369302444,0.789312547,0,desktop,app,gold,yes,no,no,movies,social,chat,technical,loyalty,yes,ios,tier-1,summer,current
48423,67.0,Female,high,East,diploma,1 year,Bank Transfer,standard,62.0,105.165,12218.34,11.0,18,37.98935155,6,-0.066728941,0.129103059,0,desktop,app,platinum,no,yes,yes,movies,social,phone,technical,loyalty,no,android,tier-3,flash,current
48424,34.0,Female,high,West,diploma,1 year,Mailed Check,standard,30.0,105.165,4496.7,91.0,3,9.63611995,9,-0.713854167,0.06660707,0,mobile,app,silver,yes,no,yes,movies,social,phone,technical,loyalty,no,windows,tier-2,summer,current
48425,55.0,Female,very high,South,phd,3 years,paypal,standard,50.0,180.63,9031.5,7.0,9,61.65458824,8,0.54395808,0.663768628,1,mobile,web,platinum,no,yes,yes,workfromhome,event,app,service,loyalty,no,ios,tier-3,summer,current
48426,22.0,Male,high,Central,diploma,2 years,paypal,basic,33.0,105.165,2730.75,11.0,11,7.789386702,3,0.530134137,0.349656107,0,desktop,in-store,gold,yes,no,no,gamer,radio,phone,service,loyalty,yes,android,tier-2,summer,60+
48427,30.0,Female,high,South,high school,1 year,paypal,standard,15.0,105.165,1564.2,64.0,13,52.09399218,13,0.966206443,0.445047673,0,desktop,app,bronze,no,no,no,movies,search,chat,billing,loyalty,no,ios,tier-1,summer,current
48428,65.0,Female,very high,West,high school,2 years,Bank Transfer,ultra,69.0,59.76,4123.44,56.0,2,50.02090193,8,-0.099897143,0.702611667,0,tablet,phone,gold,yes,yes,no,movies,search,email,technical,loyalty,yes,android,tier-2,summer,current
48429,70.0,Female,low,South,phd,Every month,Electronic Check,standard,96.0,96.62,4913.795,27.0,0,4.26038921,12,-0.965548938,0.280035221,0,mobile,phone,platinum,yes,no,yes,movies,social,chat,technical,loyalty,yes,android,tier-2,summer,current
48430,26.0,Male,low,East,diploma,1 year,Crypto,premium,10.0,101.61,1016.1,16.0,1,39.32616912,4,0.944639761,0.319730374,0,smarttv,app,platinum,yes,yes,no,movies,radio,phone,billing,student,no,ios,tier-3,cyber,current
48431,61.0,Female,high,Central,bachelors,1 year,Electronic Check,basic,48.0,105.165,5951.52,86.0,14,14.2914623,1,-0.441581948,0.972968516,0,smarttv,in-store,silver,no,no,no,gamer,email,phone,technical,employee,yes,ios,tier-3,blackfriday,current
48432,59.0,Male,low,West,diploma,1 year,Electronic Check,basic,110.0,149.54,16449.4,51.0,5,45.17304001,5,-0.416425381,0.634663979,0,smarttv,email,gold,no,no,no,sports,search,social,technical,promo,yes,windows,tier-1,summer,current
48433,43.0,Male,low,West,masters,2 years,cash,ultra,84.0,147.34,12376.56,74.0,19,55.41511545,13,0.288282879,0.818935886,0,tablet,web,gold,yes,yes,no,movies,email,app,outage,loyalty,yes,ios,tier-3,summer,current
48434,30.0,Male,low,North,diploma,1 year,Mailed Check,basic,99.0,76.99,7622.01,79.0,12,33.52656279,9,-0.904661055,0.30077658,0,mobile,app,bronze,no,no,no,movies,affiliate,phone,technical,loyalty,yes,other,tier-1,blackfriday,current
48435,36.0,Male,low,North,diploma,Every month,Crypto,standard,86.0,100.78,8667.08,52.0,8,44.6623647,11,0.261725183,0.384986696,0,desktop,phone,bronze,yes,yes,unknown,movies,search,phone,technical,loyalty,no,ios,tier-2,flash,current
48436,65.0,Female,low,West,high school,3 years,cash,basic,91.0,148.73,13534.43,90.0,13,44.40466889,9,-0.904198483,0.21361714,0,mobile,phone,silver,no,yes,no,kids,affiliate,phone,technical,loyalty,yes,android,tier-3,summer,current
48437,34.0,Female,low,South,phd,3 years,Crypto,ultra,113.0,70.45,7960.85,9.0,8,52.4266602,2,0.985748043,0.404838729,0,desktop,chat,platinum,yes,no,no,movies,search,email,technical,bundle,no,ios,tier-3,summer,120+
48438,33.0,Male,high,North,masters,3 years,Electronic Check,basic,61.0,102.72,6265.92,80.0,5,11.8473293,4,-0.611652092,0.633445994,0,console,app,silver,no,yes,no,movies,unknown,phone,technical,loyalty,no,ios,tier-2,summer,current
48439,47.0,Male,low,West,diploma,3 years,cash,ultra,96.0,50.36,4834.56,98.0,15,20.8892623,2,-0.349287107,0.429533128,0,mobile,in-store,bronze,yes,no,yes,movies,search,email,technical,loyalty,yes,ios,tier-2,blackfriday,current
48440,49.0,Female,very high,East,phd,2 years,Credit Card,basic,40.0,122.04,4881.6,34.0,9,40.95861639,3,-0.01807499,0.840929987,0,mobile,in-store,silver,yes,yes,no,movies,affiliate,chat,technical,bundle,no,ios,tier-1,summer,current
48441,31.0,Female,low,North,high school,2 years,Crypto,standard,45.0,24.53,1103.85,21.0,6,40.1208403,9,-0.040140382,0.876431906,0,mobile,chat,bronze,yes,yes,no,movies,email,app,technical,loyalty,yes,linux,tier-2,welcome,current
